,kde_clusters,kde_clusters_at_cargo,graph_clusters,graph_clusters_at_cargo,potential_strength_r11_r11,potential_strength_cargo_r11,potential_strength_cargo_r11_avidity,kb_temperature_r11,iteration,output_path
413,2.0,1.0,4,4,0.017142857142857144,0.022857142857142857,0.02857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001838
414,,,89,89,0.0,0.04,0.022857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000483
415,2.0,1.0,4,4,0.017142857142857144,0.005714285714285714,0.005714285714285714,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001610
416,4.0,3.0,10,10,0.011428571428571429,0.02857142857142857,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001372
417,,,107,107,0.0,0.0,0.022857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000034
418,8.0,2.0,24,24,0.022857142857142857,0.04,0.03428571428571429,0.0,50000,out/autophagy/explore_parameter_space_00002544
419,2.0,1.0,5,5,0.02857142857142857,0.005714285714285714,0.017142857142857144,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002653
420,,,15,15,0.022857142857142857,0.005714285714285714,0.04,0.01,50000,out/autophagy/explore_parameter_space_00002175
421,,,25,25,0.005714285714285714,0.03428571428571429,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000924
422,3.0,1.0,12,12,0.017142857142857144,0.0,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001586
423,1.0,0.0,2,2,0.011428571428571429,0.02857142857142857,0.022857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001379
424,5.0,2.0,33,33,0.022857142857142857,0.011428571428571429,0.03428571428571429,0.0,50000,out/autophagy/explore_parameter_space_00002224
425,,,8,8,0.02857142857142857,0.022857142857142857,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002820
426,,,21,21,0.017142857142857144,0.03428571428571429,0.005714285714285714,0.01,50000,out/autophagy/explore_parameter_space_00001935
427,8.0,2.0,24,24,0.02857142857142857,0.011428571428571429,0.022857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00002720
428,1.0,0.0,11,11,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000587
429,1.0,0.0,1,1,0.022857142857142857,0.03428571428571429,0.04,0.01,50000,out/autophagy/explore_parameter_space_00002495
430,,,9,9,0.022857142857142857,0.017142857142857144,0.03428571428571429,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002293
431,3.0,2.0,7,7,0.017142857142857144,0.005714285714285714,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001650
432,2.0,1.0,17,17,0.022857142857142857,0.02857142857142857,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002372
433,,,43,43,0.0,0.0,0.022857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000038
434,,,77,77,0.0,0.022857142857142857,0.02857142857142857,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000300
435,6.0,3.0,28,28,0.02857142857142857,0.017142857142857144,0.011428571428571429,0.0,50000,out/autophagy/explore_parameter_space_00002768
436,,,20,20,0.011428571428571429,0.022857142857142857,0.011428571428571429,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001301
437,1.0,0.0,5,5,0.011428571428571429,0.0,0.022857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001061
438,,,67,67,0.0,0.0,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000028
439,2.0,0.0,10,10,0.011428571428571429,0.0,0.04,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001082
440,3.0,1.0,9,9,0.017142857142857144,0.022857142857142857,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001834
441,1.0,0.0,14,14,0.011428571428571429,0.03428571428571429,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001412
442,2.0,1.0,4,4,0.02857142857142857,0.017142857142857144,0.0,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002755
443,2.0,0.0,8,8,0.005714285714285714,0.005714285714285714,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000603
444,,,50,50,0.0,0.017142857142857144,0.022857142857142857,0.01,50000,out/autophagy/explore_parameter_space_00000231
445,2.0,1.0,9,9,0.022857142857142857,0.005714285714285714,0.017142857142857144,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002141
446,6.0,2.0,8,8,0.011428571428571429,0.03428571428571429,0.03428571428571429,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001457
447,1.0,0.0,23,23,0.017142857142857144,0.03428571428571429,0.0,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001926
448,,,59,59,0.0,0.02857142857142857,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000332
449,5.0,2.0,29,29,0.005714285714285714,0.017142857142857144,0.0,0.0,50000,out/autophagy/explore_parameter_space_00000704
450,,,14,14,0.005714285714285714,0.005714285714285714,0.03428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00000631
451,2.0,1.0,13,13,0.005714285714285714,0.011428571428571429,0.017142857142857144,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000666
452,9.0,7.0,9,9,0.005714285714285714,0.022857142857142857,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000818
453,5.0,1.0,10,10,0.017142857142857144,0.022857142857142857,0.02857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001833
454,5.0,2.0,29,29,0.017142857142857144,0.03428571428571429,0.0,0.0,50000,out/autophagy/explore_parameter_space_00001920
455,6.0,2.0,8,8,0.02857142857142857,0.005714285714285714,0.0,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002625
456,7.0,3.0,7,7,0.011428571428571429,0.04,0.022857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001510
457,1.0,0.0,3,3,0.022857142857142857,0.03428571428571429,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002483
458,,,5,5,0.022857142857142857,0.04,0.02857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002541
459,1.0,0.0,6,6,0.011428571428571429,0.022857142857142857,0.0,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001283
460,4.0,3.0,9,9,0.02857142857142857,0.011428571428571429,0.0,0.01,50000,out/autophagy/explore_parameter_space_00002695
461,2.0,1.0,3,3,0.022857142857142857,0.005714285714285714,0.005714285714285714,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00002126
462,8.0,2.0,11,11,0.005714285714285714,0.022857142857142857,0.017142857142857144,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00000793
463,1.0,0.0,12,12,0.017142857142857144,0.017142857142857144,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001756
464,,,65,65,0.0,0.022857142857142857,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000260
465,2.0,1.0,11,11,0.022857142857142857,0.022857142857142857,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002331
466,4.0,2.0,26,26,0.011428571428571429,0.04,0.02857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00001512
467,2.0,1.0,7,7,0.02857142857142857,0.0,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002611
468,,,108,108,0.0,0.0,0.04,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000058
469,,,13,13,0.005714285714285714,0.03428571428571429,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000923
470,1.0,0.0,3,3,0.017142857142857144,0.03428571428571429,0.017142857142857144,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001949
471,,,6,6,0.017142857142857144,0.04,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002012
472,,,53,53,0.0,0.03428571428571429,0.03428571428571429,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000438
473,6.0,3.0,20,20,0.017142857142857144,0.005714285714285714,0.0,0.0,50000,out/autophagy/explore_parameter_space_00001600
474,3.0,2.0,7,7,0.017142857142857144,0.03428571428571429,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001962
475,1.0,0.0,12,12,0.011428571428571429,0.005714285714285714,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001139
476,,,42,42,0.0,0.02857142857142857,0.0,0.01,50000,out/autophagy/explore_parameter_space_00000327
477,4.0,2.0,6,6,0.011428571428571429,0.04,0.017142857142857144,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001497
478,,,97,97,0.0,0.04,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000498
479,2.0,1.0,4,4,0.022857142857142857,0.03428571428571429,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002482
480,3.0,1.0,7,7,0.017142857142857144,0.011428571428571429,0.022857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001697
481,1.0,0.0,20,20,0.02857142857142857,0.011428571428571429,0.02857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002733
482,6.0,2.0,17,17,0.005714285714285714,0.0,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000516
483,,,24,24,0.005714285714285714,0.02857142857142857,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000844
484,5.0,2.0,12,12,0.022857142857142857,0.02857142857142857,0.011428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002386
485,5.0,2.0,8,8,0.02857142857142857,0.03428571428571429,0.017142857142857144,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002969
486,2.0,1.0,7,7,0.011428571428571429,0.005714285714285714,0.04,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001150
487,4.0,3.0,5,5,0.022857142857142857,0.04,0.03428571428571429,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00002550
488,4.0,1.0,12,12,0.017142857142857144,0.022857142857142857,0.0,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001794
489,,,47,47,0.0,0.005714285714285714,0.02857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000110
490,2.0,1.0,2,2,0.022857142857142857,0.011428571428571429,0.0,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002178
491,3.0,2.0,3,3,0.022857142857142857,0.011428571428571429,0.011428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002194
492,5.0,2.0,27,27,0.02857142857142857,0.02857142857142857,0.04,0.0,50000,out/autophagy/explore_parameter_space_00002936
493,,,3,3,0.02857142857142857,0.005714285714285714,0.0,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002627
494,3.0,1.0,5,5,0.02857142857142857,0.0,0.0,0.01,50000,out/autophagy/explore_parameter_space_00002567
495,2.0,1.0,17,17,0.011428571428571429,0.0,0.03428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00001079
496,3.0,1.0,8,8,0.022857142857142857,0.005714285714285714,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002154
497,1.0,0.0,9,9,0.005714285714285714,0.017142857142857144,0.0,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00000709
498,1.0,0.0,16,16,0.022857142857142857,0.022857142857142857,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002316
499,12.0,3.0,59,59,0.011428571428571429,0.0,0.0,0.01,50000,out/autophagy/explore_parameter_space_00001031
500,,,69,69,0.0,0.03428571428571429,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000388
501,5.0,2.0,31,31,0.005714285714285714,0.02857142857142857,0.011428571428571429,0.0,50000,out/autophagy/explore_parameter_space_00000848
502,3.0,1.0,10,10,0.005714285714285714,0.017142857142857144,0.005714285714285714,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00000713
503,4.0,2.0,24,24,0.022857142857142857,0.011428571428571429,0.04,0.0,50000,out/autophagy/explore_parameter_space_00002232
504,4.0,2.0,6,6,0.017142857142857144,0.017142857142857144,0.017142857142857144,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001753
505,8.0,1.0,40,40,0.011428571428571429,0.0,0.017142857142857144,0.01,50000,out/autophagy/explore_parameter_space_00001055
506,2.0,1.0,14,14,0.011428571428571429,0.02857142857142857,0.011428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001363
507,5.0,2.0,10,10,0.011428571428571429,0.03428571428571429,0.022857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001441
508,,,41,41,0.0,0.005714285714285714,0.017142857142857144,0.01,50000,out/autophagy/explore_parameter_space_00000095
509,3.0,2.0,6,6,0.011428571428571429,0.005714285714285714,0.0,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001092
510,,,48,48,0.0,0.017142857142857144,0.02857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000238
511,2.0,1.0,8,8,0.02857142857142857,0.02857142857142857,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002907
512,1.0,0.0,22,22,0.011428571428571429,0.011428571428571429,0.011428571428571429,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001174
513,3.0,1.0,88,88,0.0,0.0,0.011428571428571429,0.0,50000,out/autophagy/explore_parameter_space_00000016
514,,,7,7,0.005714285714285714,0.005714285714285714,0.04,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000638
515,1.0,0.0,20,20,0.022857142857142857,0.011428571428571429,0.022857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002213
516,3.0,2.0,4,4,0.017142857142857144,0.03428571428571429,0.022857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001953
517,,,108,108,0.0,0.02857142857142857,0.005714285714285714,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00000329
518,2.0,1.0,8,8,0.011428571428571429,0.017142857142857144,0.02857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001259
519,2.0,1.0,5,5,0.017142857142857144,0.03428571428571429,0.03428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001970
520,3.0,2.0,3,3,0.02857142857142857,0.011428571428571429,0.0,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002690
521,5.0,2.0,8,8,0.022857142857142857,0.022857142857142857,0.005714285714285714,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002313
522,1.0,0.0,14,14,0.017142857142857144,0.005714285714285714,0.02857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001643
523,1.0,0.0,14,14,0.017142857142857144,0.022857142857142857,0.005714285714285714,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001806
524,4.0,2.0,8,8,0.017142857142857144,0.02857142857142857,0.0,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001857
525,5.0,2.0,24,24,0.011428571428571429,0.02857142857142857,0.005714285714285714,0.0,50000,out/autophagy/explore_parameter_space_00001352
526,3.0,2.0,6,6,0.022857142857142857,0.011428571428571429,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002203
527,5.0,4.0,10,10,0.017142857142857144,0.022857142857142857,0.022857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001830
528,,,15,15,0.02857142857142857,0.0,0.02857142857142857,0.01,50000,out/autophagy/explore_parameter_space_00002607
529,3.0,2.0,7,7,0.02857142857142857,0.005714285714285714,0.011428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002642
530,,,67,67,0.0,0.011428571428571429,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000156
531,3.0,1.0,9,9,0.02857142857142857,0.02857142857142857,0.022857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002914
532,,,48,48,0.0,0.0,0.04,0.01,50000,out/autophagy/explore_parameter_space_00000063
533,,,96,96,0.0,0.04,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000499
534,9.0,2.0,28,28,0.005714285714285714,0.022857142857142857,0.02857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00000808
535,,,27,27,0.005714285714285714,0.03428571428571429,0.011428571428571429,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000916
536,,,91,91,0.0,0.011428571428571429,0.02857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000171
537,2.0,0.0,8,8,0.022857142857142857,0.04,0.011428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002515
538,1.0,0.0,7,7,0.017142857142857144,0.02857142857142857,0.017142857142857144,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001885
539,,,46,46,0.0,0.022857142857142857,0.005714285714285714,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000270
540,1.0,0.0,11,11,0.011428571428571429,0.011428571428571429,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001164
541,6.0,2.0,33,33,0.022857142857142857,0.011428571428571429,0.0,0.0,50000,out/autophagy/explore_parameter_space_00002176
542,4.0,2.0,31,31,0.017142857142857144,0.017142857142857144,0.0,0.0,50000,out/autophagy/explore_parameter_space_00001728
543,,,70,70,0.0,0.04,0.04,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000508
544,,,96,96,0.0,0.011428571428571429,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000170
545,8.0,2.0,24,24,0.02857142857142857,0.005714285714285714,0.02857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00002664
546,5.0,2.0,6,6,0.02857142857142857,0.022857142857142857,0.011428571428571429,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002833
547,2.0,1.0,7,7,0.011428571428571429,0.017142857142857144,0.04,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001274
548,7.0,2.0,24,24,0.011428571428571429,0.022857142857142857,0.04,0.0,50000,out/autophagy/explore_parameter_space_00001336
549,,,52,52,0.0,0.022857142857142857,0.02857142857142857,0.01,50000,out/autophagy/explore_parameter_space_00000303
550,4.0,2.0,16,16,0.005714285714285714,0.02857142857142857,0.005714285714285714,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000843
551,6.0,1.0,90,90,0.0,0.022857142857142857,0.017142857142857144,0.0,50000,out/autophagy/explore_parameter_space_00000280
552,6.0,2.0,7,7,0.011428571428571429,0.02857142857142857,0.022857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001377
553,,,22,22,0.005714285714285714,0.02857142857142857,0.011428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00000855
554,2.0,1.0,3,3,0.017142857142857144,0.011428571428571429,0.0,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001667
555,7.0,2.0,11,11,0.011428571428571429,0.005714285714285714,0.022857142857142857,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001121
556,,,11,11,0.005714285714285714,0.017142857142857144,0.02857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000747
557,1.0,0.0,5,5,0.022857142857142857,0.03428571428571429,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002474
558,1.0,0.0,4,4,0.02857142857142857,0.02857142857142857,0.03428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00002935
559,,,50,50,0.0,0.02857142857142857,0.017142857142857144,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000350
560,,,105,105,0.0,0.0,0.017142857142857144,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00000025
561,,,44,44,0.0,0.005714285714285714,0.005714285714285714,0.01,50000,out/autophagy/explore_parameter_space_00000079
562,,,48,48,0.0,0.03428571428571429,0.0,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000390
563,,,42,42,0.0,0.03428571428571429,0.03428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00000439
564,3.0,2.0,14,14,0.017142857142857144,0.011428571428571429,0.0,0.01,50000,out/autophagy/explore_parameter_space_00001671
565,2.0,1.0,4,4,0.017142857142857144,0.005714285714285714,0.0,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001602
566,,,15,15,0.02857142857142857,0.005714285714285714,0.04,0.01,50000,out/autophagy/explore_parameter_space_00002687
567,4.0,2.0,7,7,0.02857142857142857,0.02857142857142857,0.011428571428571429,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002897
568,1.0,0.0,14,14,0.022857142857142857,0.011428571428571429,0.02857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002221
569,4.0,2.0,26,26,0.011428571428571429,0.022857142857142857,0.005714285714285714,0.0,50000,out/autophagy/explore_parameter_space_00001288
570,1.0,0.0,18,18,0.02857142857142857,0.02857142857142857,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002908
571,,,56,56,0.0,0.02857142857142857,0.02857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00000365
572,1.0,0.0,12,12,0.017142857142857144,0.022857142857142857,0.0,0.01,50000,out/autophagy/explore_parameter_space_00001799
573,,,47,47,0.0,0.04,0.0,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000454
574,1.0,0.0,3,3,0.02857142857142857,0.022857142857142857,0.04,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002876
575,2.0,1.0,6,6,0.02857142857142857,0.03428571428571429,0.011428571428571429,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00002966
576,1.0,0.0,5,5,0.011428571428571429,0.017142857142857144,0.011428571428571429,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001237
577,2.0,1.0,4,4,0.02857142857142857,0.011428571428571429,0.0,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002693
578,4.0,3.0,10,10,0.011428571428571429,0.022857142857142857,0.022857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00001318
579,1.0,0.0,6,6,0.022857142857142857,0.022857142857142857,0.02857142857142857,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00002350
580,2.0,1.0,20,20,0.011428571428571429,0.02857142857142857,0.011428571428571429,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001364
581,,,17,17,0.02857142857142857,0.02857142857142857,0.0,0.01,50000,out/autophagy/explore_parameter_space_00002887
582,,,65,65,0.0,0.022857142857142857,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000268
583,4.0,2.0,32,32,0.022857142857142857,0.04,0.0,0.0,50000,out/autophagy/explore_parameter_space_00002496
584,3.0,2.0,6,6,0.02857142857142857,0.02857142857142857,0.017142857142857144,0.01,50000,out/autophagy/explore_parameter_space_00002911
585,5.0,1.0,8,8,0.02857142857142857,0.0,0.0,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00002566
586,2.0,1.0,6,6,0.022857142857142857,0.04,0.005714285714285714,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00002506
587,,,66,66,0.0,0.011428571428571429,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000140
588,,,129,129,0.0,0.0,0.0,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00000005
589,1.0,0.0,9,9,0.017142857142857144,0.017142857142857144,0.02857142857142857,0.01,50000,out/autophagy/explore_parameter_space_00001775
590,,,12,12,0.017142857142857144,0.005714285714285714,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00001651
591,3.0,2.0,4,4,0.011428571428571429,0.03428571428571429,0.02857142857142857,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001450
592,5.0,2.0,13,13,0.011428571428571429,0.022857142857142857,0.011428571428571429,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00001297
593,1.0,0.0,5,5,0.011428571428571429,0.0,0.017142857142857144,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00001053
594,,,90,90,0.0,0.017142857142857144,0.022857142857142857,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000227
595,2.0,1.0,9,9,0.022857142857142857,0.017142857142857144,0.03428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002291
596,,,8,8,0.022857142857142857,0.04,0.03428571428571429,0.01,50000,out/autophagy/explore_parameter_space_00002551
597,6.0,2.0,19,19,0.017142857142857144,0.0,0.0,0.01,50000,out/autophagy/explore_parameter_space_00001543
598,2.0,1.0,25,25,0.005714285714285714,0.011428571428571429,0.017142857142857144,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000670
599,1.0,0.0,2,2,0.017142857142857144,0.04,0.02857142857142857,0.007142857142857143,50000,out/autophagy/explore_parameter_space_00002029
600,6.0,2.0,32,32,0.011428571428571429,0.005714285714285714,0.022857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00001120
601,1.0,0.0,12,12,0.005714285714285714,0.011428571428571429,0.017142857142857144,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00000667
602,1.0,0.0,26,26,0.022857142857142857,0.011428571428571429,0.017142857142857144,0.01,50000,out/autophagy/explore_parameter_space_00002207
603,1.0,0.0,7,7,0.011428571428571429,0.03428571428571429,0.011428571428571429,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001426
604,1.0,0.0,26,26,0.02857142857142857,0.02857142857142857,0.005714285714285714,0.01,50000,out/autophagy/explore_parameter_space_00002895
605,,,60,60,0.0,0.022857142857142857,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000284
606,8.0,4.0,14,14,0.005714285714285714,0.017142857142857144,0.017142857142857144,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00000732
607,8.0,2.0,34,34,0.005714285714285714,0.022857142857142857,0.04,0.0,50000,out/autophagy/explore_parameter_space_00000824
608,2.0,1.0,7,7,0.005714285714285714,0.02857142857142857,0.005714285714285714,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00000842
609,,,14,14,0.005714285714285714,0.005714285714285714,0.03428571428571429,0.008571428571428572,50000,out/autophagy/explore_parameter_space_00000630
610,4.0,2.0,4,4,0.017142857142857144,0.022857142857142857,0.005714285714285714,0.002857142857142857,50000,out/autophagy/explore_parameter_space_00001802
611,7.0,2.0,27,27,0.011428571428571429,0.017142857142857144,0.022857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00001248
612,4.0,1.0,8,8,0.022857142857142857,0.04,0.005714285714285714,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00002505
613,,,8,8,0.011428571428571429,0.02857142857142857,0.02857142857142857,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00001388
614,5.0,2.0,14,14,0.005714285714285714,0.022857142857142857,0.04,0.0014285714285714286,50000,out/autophagy/explore_parameter_space_00000825
615,7.0,2.0,31,31,0.017142857142857144,0.02857142857142857,0.02857142857142857,0.0,50000,out/autophagy/explore_parameter_space_00001896
616,1.0,0.0,20,20,0.022857142857142857,0.005714285714285714,0.017142857142857144,0.01,50000,out/autophagy/explore_parameter_space_00002143
617,1.0,0.0,14,14,0.022857142857142857,0.03428571428571429,0.005714285714285714,0.005714285714285714,50000,out/autophagy/explore_parameter_space_00002444
618,2.0,1.0,7,7,0.022857142857142857,0.011428571428571429,0.011428571428571429,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002195
619,2.0,1.0,4,4,0.02857142857142857,0.022857142857142857,0.04,0.004285714285714286,50000,out/autophagy/explore_parameter_space_00002875
