,kde_clusters,kde_clusters_at_cargo,graph_clusters,graph_clusters_at_cargo,potential_strength_r11_r11,potential_strength_cargo_r11,potential_strength_cargo_r11_avidity,kb_temperature_r11,interaction_relative_neighbour_distance,iteration,output_path
225,5.0,2.0,30,30,0.0075,0.005,0.005,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00020983
226,8.0,0.0,177,177,0.0,0.0,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000639
227,4.0,0.0,60,60,0.005,0.01,0.01,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00017768
228,3.0,2.0,16,16,0.01,0.0025,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00025309
229,,,20,20,0.0075,0.0075,0.005,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00022085
230,,,178,178,0.0,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004151
231,4.0,1.0,43,43,0.005,0.0,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00012962
232,15.0,1.0,179,179,0.0,0.0025,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00001598
233,7.0,3.0,155,155,0.0025,0.0,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00007103
234,,,158,158,0.0,0.0075,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004153
235,11.0,0.0,161,161,0.005,0.005,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00015441
236,18.0,1.0,169,169,0.0,0.0075,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00003609
237,2.0,1.0,176,176,0.0,0.0025,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00001748
238,,,165,165,0.0025,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00010149
239,,,152,152,0.0075,0.0075,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00022737
240,8.0,0.0,161,161,0.0,0.0025,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00002348
241,,,160,160,0.0,0.0025,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00002303
242,,,102,102,0.0025,0.0025,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008314
243,19.0,1.0,159,159,0.005,0.0075,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00016127
244,8.0,2.0,14,14,0.0075,0.005,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021172
245,8.0,2.0,163,163,0.0075,0.0025,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00020138
246,,,150,150,0.0075,0.0025,0.0,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00019429
247,,,147,147,0.01,0.005,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00026424
248,8.0,1.0,153,153,0.0025,0.01,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011935
249,12.0,1.0,161,161,0.005,0.0075,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00015818
250,6.0,0.0,155,155,0.0075,0.0,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018428
251,10.0,0.0,160,160,0.0025,0.01,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00011074
252,,,116,116,0.0075,0.0075,0.01,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00022774
253,6.0,1.0,162,162,0.0025,0.005,0.0,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00008628
254,4.0,2.0,17,17,0.01,0.005,0.0025,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026694
255,,,148,148,0.0075,0.0025,0.0075,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019985
256,5.0,0.0,174,174,0.0,0.0025,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00001526
257,,,181,181,0.0,0.0,0.0,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00000061
258,5.0,0.0,173,173,0.0,0.0025,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00002285
259,15.0,1.0,155,155,0.005,0.01,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017937
260,7.0,0.0,158,158,0.0,0.0075,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00003645
261,3.0,2.0,23,23,0.01,0.01,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00029723
262,8.0,1.0,81,81,0.005,0.0075,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00016331
263,7.0,1.0,165,165,0.0025,0.0,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00006688
264,,,151,151,0.0075,0.005,0.0,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00020514
265,1.0,0.0,168,168,0.0,0.005,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00002912
266,18.0,3.0,160,160,0.0025,0.0,0.0,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00006077
267,16.0,1.0,157,157,0.005,0.0025,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00014129
268,3.0,1.0,33,33,0.0075,0.0025,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00019310
269,12.0,2.0,154,154,0.005,0.0075,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00015971
270,,,161,161,0.005,0.0,0.0075,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00012903
271,1.0,0.0,36,36,0.0075,0.005,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00021135
272,10.0,3.0,164,164,0.0,0.005,0.0,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00002570
273,,,160,160,0.0,0.0075,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00003852
274,7.0,2.0,160,160,0.005,0.0075,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00015920
275,3.0,2.0,22,22,0.0075,0.0,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00018963
276,,,177,177,0.0,0.0025,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00001456
277,4.0,0.0,163,163,0.0025,0.01,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00011073
278,19.0,0.0,135,135,0.0075,0.005,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00021334
279,18.0,0.0,148,148,0.005,0.005,0.01,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00015378
280,,,145,145,0.0025,0.005,0.0075,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00009262
281,7.0,2.0,18,18,0.005,0.0,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00012964
282,,,164,164,0.0025,0.0025,0.01,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008226
283,13.0,0.0,168,168,0.0,0.0,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00000830
284,6.0,1.0,163,163,0.005,0.0075,0.0075,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00016443
285,14.0,1.0,157,157,0.0,0.0075,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004256
286,,,116,116,0.01,0.0075,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00028293
287,,,166,166,0.005,0.0,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00013183
288,4.0,1.0,19,19,0.005,0.0,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00012678
289,,,130,130,0.0025,0.0075,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00009613
290,6.0,0.0,181,181,0.0,0.0,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000633
291,1.0,0.0,37,37,0.0075,0.01,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00023725
292,12.0,4.0,154,154,0.005,0.005,0.005,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00014963
293,15.0,0.0,146,146,0.0075,0.0025,0.0075,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00020083
294,19.0,4.0,157,157,0.005,0.0075,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00015972
295,5.0,1.0,33,33,0.01,0.005,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00026545
296,12.0,1.0,162,162,0.0,0.005,0.0075,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00003251
297,11.0,2.0,148,148,0.005,0.0,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00013096
298,4.0,1.0,112,112,0.0,0.0025,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00001351
299,10.0,0.0,168,168,0.0,0.005,0.0075,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00003233
300,11.0,1.0,171,171,0.0,0.0075,0.0025,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004005
301,3.0,0.0,177,177,0.0025,0.0025,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00007266
302,,,166,166,0.0,0.0,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00000937
303,6.0,2.0,162,162,0.01,0.0,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00024571
304,,,160,160,0.0075,0.01,0.0025,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023222
305,3.0,0.0,174,174,0.0025,0.01,0.0025,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011208
306,13.0,3.0,161,161,0.0,0.005,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002488
307,5.0,0.0,157,157,0.005,0.01,0.0,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00016936
308,,,137,137,0.01,0.0,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024641
309,5.0,0.0,158,158,0.01,0.0075,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027922
310,5.0,1.0,155,155,0.01,0.0,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00024620
311,13.0,0.0,156,156,0.0025,0.005,0.0075,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00009238
312,2.0,1.0,12,12,0.01,0.0075,0.0,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00027807
313,14.0,1.0,149,149,0.01,0.0025,0.0025,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00025464
314,11.0,0.0,172,172,0.0,0.0075,0.0025,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004006
315,5.0,2.0,20,20,0.0075,0.0075,0.0,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00021699
316,,,125,125,0.0,0.01,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00005912
317,,,156,156,0.0075,0.0025,0.01,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00020294
318,4.0,1.0,114,114,0.0,0.005,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00002551
319,,,160,160,0.0025,0.005,0.0,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008575
320,4.0,0.0,65,65,0.005,0.005,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00015231
321,2.0,1.0,28,28,0.0075,0.0025,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00019209
322,3.0,0.0,155,155,0.005,0.0,0.005,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00012567
323,4.0,0.0,153,153,0.0025,0.0025,0.0075,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008110
324,3.0,1.0,113,113,0.0,0.005,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00003555
325,,,162,162,0.0025,0.0,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00006891
326,5.0,1.0,25,25,0.005,0.01,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00017136
327,,,151,151,0.01,0.0075,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00028552
328,,,166,166,0.005,0.0025,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00014185
329,6.0,1.0,147,147,0.0075,0.0025,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00019714
330,4.0,1.0,26,26,0.0075,0.0075,0.005,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00022226
331,3.0,2.0,22,22,0.01,0.0025,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00025835
332,4.0,1.0,166,166,0.0,0.0,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00000595
333,5.0,0.0,157,157,0.01,0.01,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029371
334,13.0,0.0,124,124,0.01,0.005,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00026561
335,4.0,0.0,159,159,0.0,0.0075,0.01,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00004604
336,5.0,0.0,173,173,0.0,0.005,0.0025,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00002862
337,,,26,26,0.01,0.0025,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00026125
338,,,141,141,0.01,0.0025,0.0075,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00026059
339,3.0,1.0,114,114,0.0,0.0,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00000773
340,5.0,1.0,49,49,0.0025,0.0,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00006343
341,12.0,1.0,151,151,0.005,0.0,0.0,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00012232
342,,,169,169,0.0,0.0075,0.005,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00004098
343,5.0,1.0,47,47,0.0025,0.0025,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00007873
344,,,151,151,0.01,0.005,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00026620
345,8.0,1.0,179,179,0.0,0.0,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00000070
346,5.0,0.0,150,150,0.0025,0.0075,0.0075,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010511
347,9.0,1.0,163,163,0.0025,0.005,0.0,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00008533
348,,,20,20,0.01,0.0075,0.01,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028709
349,8.0,0.0,170,170,0.0,0.005,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002955
350,8.0,0.0,155,155,0.0075,0.01,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023693
351,15.0,2.0,158,158,0.0025,0.01,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00011752
352,6.0,2.0,34,34,0.005,0.0025,0.0075,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014071
353,6.0,1.0,159,159,0.0,0.0025,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00002344
354,2.0,1.0,27,27,0.01,0.0025,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00025448
355,,,170,170,0.005,0.0,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00012794
356,7.0,0.0,165,165,0.005,0.005,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015551
357,9.0,0.0,158,158,0.005,0.0,0.0025,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00012311
358,4.0,1.0,109,109,0.0,0.005,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00003312
359,,,106,106,0.0075,0.01,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023444
360,6.0,0.0,73,73,0.005,0.01,0.0,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00017006
361,,,27,27,0.0075,0.0025,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00020030
362,,,142,142,0.0025,0.0,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00007097
363,4.0,0.0,162,162,0.0,0.01,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005125
364,,,162,162,0.0,0.005,0.005,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00003010
365,11.0,2.0,156,156,0.0075,0.0,0.005,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00018611
366,11.0,0.0,166,166,0.0025,0.005,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00009528
367,3.0,0.0,174,174,0.0025,0.0075,0.0075,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00010348
368,11.0,0.0,156,156,0.0025,0.0025,0.01,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008255
369,,,148,148,0.0075,0.0025,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00019941
370,6.0,0.0,157,157,0.0,0.005,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00003497
371,,,165,165,0.0,0.01,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00005755
372,,,31,31,0.01,0.0,0.01,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00025071
373,5.0,2.0,27,27,0.0075,0.0075,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00022279
374,,,151,151,0.005,0.005,0.0025,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00014764
375,10.0,0.0,161,161,0.0,0.005,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00002524
376,5.0,1.0,158,158,0.01,0.0,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00024323
377,4.0,1.0,21,21,0.0075,0.01,0.005,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023334
378,6.0,1.0,155,155,0.0075,0.01,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00023084
379,2.0,1.0,12,12,0.01,0.0075,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00027615
380,15.0,1.0,131,131,0.0075,0.01,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023347
381,9.0,0.0,148,148,0.0075,0.01,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00023276
382,3.0,1.0,35,35,0.0075,0.0025,0.005,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00019789
383,,,79,79,0.005,0.01,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017198
384,13.0,3.0,155,155,0.0025,0.0,0.0,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00006205
385,,,44,44,0.0075,0.0075,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00022719
386,,,151,151,0.0025,0.0075,0.01,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00010770
387,6.0,1.0,43,43,0.005,0.0,0.0,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00012097
388,4.0,1.0,20,20,0.01,0.01,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028950
389,12.0,0.0,146,146,0.01,0.0075,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028261
390,,,152,152,0.005,0.01,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00017976
391,,,154,154,0.0025,0.0025,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00007461
392,7.0,1.0,155,155,0.0075,0.0,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00018993
393,5.0,1.0,44,44,0.0025,0.005,0.0025,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008785
394,13.0,0.0,173,173,0.0,0.0,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00000924
395,14.0,1.0,163,163,0.005,0.005,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00015582
396,,,75,75,0.005,0.0075,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015993
397,4.0,0.0,173,173,0.0025,0.0025,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00007891
398,,,125,125,0.0025,0.0025,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00007932
399,6.0,1.0,158,158,0.0025,0.0025,0.0075,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008003
400,4.0,0.0,147,147,0.0025,0.005,0.01,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00009591
401,1.0,0.0,29,29,0.01,0.01,0.005,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00029389
402,4.0,1.0,18,18,0.01,0.0025,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00026256
403,6.0,0.0,156,156,0.005,0.0075,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00015646
404,6.0,0.0,157,157,0.005,0.0075,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00016680
405,17.0,1.0,165,165,0.0025,0.005,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00009328
406,,,154,154,0.01,0.005,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026491
407,4.0,1.0,22,22,0.0075,0.01,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023574
408,6.0,0.0,164,164,0.0,0.0,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00000029
409,,,147,147,0.0075,0.0025,0.005,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00019868
410,21.0,1.0,117,117,0.0,0.0075,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00004761
411,9.0,1.0,158,158,0.0025,0.005,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008590
412,9.0,0.0,158,158,0.005,0.0075,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00016126
413,10.0,1.0,152,152,0.01,0.0,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00024513
414,14.0,2.0,158,158,0.0025,0.01,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00011420
415,,,54,54,0.005,0.0025,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014318
